SalesOrderNumber	OrderDate	ResellerKey	EmployeeKey	SalesTerritoryKey
SO50216	Tuesday, May 7, 2019	2	289	1
SO50241	Monday, May 13, 2019	164	289	1
SO50750	Thursday, June 27, 2019	20	289	1
SO51097	Friday, July 5, 2019	578	289	1
SO51123	Monday, July 15, 2019	290	289	1
SO51128	Tuesday, July 16, 2019	380	289	1
SO51728	Wednesday, August 7, 2019	2	289	1
SO51765	Thursday, August 15, 2019	645	289	1
SO51802	Tuesday, August 20, 2019	56	289	1
SO51826	Friday, August 23, 2019	693	289	1
SO53457	Monday, September 2, 2019	272	289	1
SO53514	Thursday, September 12, 2019	182	289	1
SO53584	Tuesday, September 24, 2019	20	289	1
SO53605	Friday, September 27, 2019	308	289	1
SO55269	Saturday, October 12, 2019	290	289	1
SO55284	Wednesday, October 16, 2019	398	289	1
SO55318	Monday, October 28, 2019	344	289	1
SO57044	Wednesday, November 6, 2019	2	289	1
SO57110	Saturday, November 16, 2019	56	289	1
SO57130	Tuesday, November 19, 2019	693	289	1
SO57170	Tuesday, November 26, 2019	596	289	1
SO58904	Sunday, December 1, 2019	128	289	1
SO58910	Sunday, December 1, 2019	272	289	1
SO58961	Wednesday, December 11, 2019	182	289	1
SO59019	Thursday, December 19, 2019	20	289	1
SO59031	Saturday, December 21, 2019	308	289	1
SO59060	Sunday, December 29, 2019	470	289	1
SO61187	Sunday, January 5, 2020	200	289	1
SO61195	Wednesday, January 8, 2020	290	289	1
SO61202	Friday, January 10, 2020	380	289	1
SO61260	Thursday, January 30, 2020	344	289	1
SO63196	Saturday, February 15, 2020	56	289	1
SO63198	Sunday, February 16, 2020	2	289	1
SO63247	Saturday, February 22, 2020	693	289	1
SO63273	Tuesday, February 25, 2020	596	289	1
SO65159	Tuesday, March 3, 2020	272	289	1
SO65234	Sunday, March 15, 2020	182	289	1
SO65270	Sunday, March 22, 2020	20	289	1
SO65278	Tuesday, March 24, 2020	308	289	1
SO67265	Sunday, April 5, 2020	398	289	1
SO67294	Monday, April 13, 2020	290	289	1
SO69521	Saturday, May 23, 2020	693	289	1
SO43664	Tuesday, July 4, 2017	397	286	1
SO43860	Wednesday, August 9, 2017	1	286	1
SO43866	Sunday, August 13, 2017	289	286	1
SO43867	Sunday, August 13, 2017	145	286	1
SO43877	Sunday, August 20, 2017	73	286	1
SO43894	Thursday, August 24, 2017	559	286	1
SO43895	Thursday, August 24, 2017	469	286	1
SO43911	Tuesday, August 29, 2017	433	286	1
SO44109	Friday, September 22, 2017	91	286	1
SO44285	Saturday, October 7, 2017	397	286	1
SO44483	Thursday, November 2, 2017	271	286	1
SO44501	Monday, November 6, 2017	1	286	1
SO44511	Wednesday, November 8, 2017	289	286	1
SO44513	Thursday, November 9, 2017	145	286	1
SO44523	Monday, November 13, 2017	73	286	1
SO44540	Friday, November 17, 2017	469	286	1
SO44541	Friday, November 17, 2017	559	286	1
SO44563	Monday, November 27, 2017	433	286	1
SO44771	Thursday, December 21, 2017	91	286	1
SO45042	Thursday, January 4, 2018	397	286	1
SO45283	Wednesday, February 7, 2018	1	286	1
SO45295	Sunday, February 11, 2018	289	286	1
SO45296	Sunday, February 11, 2018	145	286	1
SO45303	Thursday, February 15, 2018	73	286	1
SO45318	Sunday, February 18, 2018	469	286	1
SO45320	Sunday, February 18, 2018	559	286	1
SO45338	Saturday, February 24, 2018	433	286	1
SO45549	Wednesday, March 14, 2018	91	286	1
SO45783	Thursday, April 5, 2018	397	286	1
SO46025	Wednesday, May 2, 2018	271	286	1
SO46042	Wednesday, May 9, 2018	1	286	1
SO46052	Sunday, May 13, 2018	289	286	1
SO46053	Monday, May 14, 2018	145	286	1
SO46060	Wednesday, May 16, 2018	73	286	1
SO46077	Sunday, May 20, 2018	469	286	1
SO46080	Tuesday, May 22, 2018	559	286	1
SO46100	Tuesday, May 29, 2018	433	286	1
SO46356	Friday, June 15, 2018	91	286	1
SO46609	Tuesday, July 3, 2018	577	286	1
SO46646	Tuesday, July 17, 2018	325	286	1
SO46647	Tuesday, July 17, 2018	506	286	1
SO46667	Thursday, July 26, 2018	668	286	1
SO46967	Thursday, August 9, 2018	487	286	1
SO46973	Saturday, August 11, 2018	289	286	1
SO46974	Saturday, August 11, 2018	127	286	1
SO47033	Friday, August 24, 2018	343	286	1
SO47054	Tuesday, August 28, 2018	433	286	1
SO47367	Wednesday, September 5, 2018	644	286	1
SO47368	Thursday, September 6, 2018	692	286	1
SO47385	Monday, September 10, 2018	379	286	1
SO47403	Friday, September 14, 2018	254	286	1
SO47452	Friday, September 28, 2018	235	286	1
SO47698	Thursday, October 18, 2018	506	286	1
SO47719	Saturday, October 27, 2018	668	286	1
SO48347	Wednesday, December 19, 2018	254	286	1
SO48383	Friday, December 28, 2018	542	286	1
SO48746	Friday, January 11, 2019	506	286	1
SO49464	Wednesday, March 6, 2019	254	286	1
SO49849	Friday, April 12, 2019	506	286	1
SO50693	Tuesday, June 11, 2019	254	286	1
SO51127	Tuesday, July 16, 2019	506	286	1
SO51148	Sunday, July 21, 2019	110	286	1
SO51789	Sunday, August 18, 2019	605	286	1
SO53452	Sunday, September 1, 2019	621	286	1
SO53518	Friday, September 13, 2019	254	286	1
SO53576	Monday, September 23, 2019	542	286	1
SO55277	Tuesday, October 15, 2019	506	286	1
SO55299	Tuesday, October 22, 2019	110	286	1
SO57099	Friday, November 15, 2019	605	286	1
SO58962	Wednesday, December 11, 2019	621	286	1
SO58963	Wednesday, December 11, 2019	254	286	1
SO59021	Thursday, December 19, 2019	542	286	1
SO61199	Thursday, January 9, 2020	506	286	1
SO61244	Friday, January 24, 2020	110	286	1
SO63133	Monday, February 3, 2020	605	286	1
SO65199	Monday, March 9, 2020	621	286	1
SO65200	Monday, March 9, 2020	254	286	1
SO65263	Saturday, March 21, 2020	542	286	1
SO67297	Tuesday, April 14, 2020	506	286	1
SO67322	Thursday, April 23, 2020	110	286	1
SO69475	Friday, May 15, 2020	605	286	1
SO47982	Monday, November 5, 2018	217	293	1
SO47992	Wednesday, November 7, 2018	487	293	1
SO47998	Thursday, November 8, 2018	289	293	1
SO48001	Friday, November 9, 2018	127	293	1
SO48057	Tuesday, November 20, 2018	343	293	1
SO48079	Tuesday, November 27, 2018	433	293	1
SO48308	Friday, December 7, 2018	692	293	1
SO48310	Saturday, December 8, 2018	644	293	1
SO48390	Friday, December 28, 2018	235	293	1
SO48742	Thursday, January 10, 2019	325	293	1
SO48789	Wednesday, January 30, 2019	668	293	1
SO49092	Monday, February 11, 2019	127	293	1
SO49101	Wednesday, February 13, 2019	487	293	1
SO49136	Thursday, February 21, 2019	343	293	1
SO49161	Thursday, February 28, 2019	433	293	1
SO49493	Friday, March 15, 2019	692	293	1
SO49494	Friday, March 15, 2019	644	293	1
SO49548	Sunday, March 31, 2019	235	293	1
SO49829	Wednesday, April 3, 2019	253	293	1
SO49863	Thursday, April 18, 2019	577	293	1
SO49889	Saturday, April 27, 2019	668	293	1
SO50209	Sunday, May 5, 2019	487	293	1
SO50215	Tuesday, May 7, 2019	289	293	1
SO50218	Wednesday, May 8, 2019	127	293	1
SO50297	Sunday, May 26, 2019	343	293	1
SO50314	Thursday, May 30, 2019	433	293	1
SO50669	Wednesday, June 5, 2019	692	293	1
SO50671	Wednesday, June 5, 2019	644	293	1
SO50715	Tuesday, June 18, 2019	379	293	1
SO50718	Tuesday, June 18, 2019	37	293	1
SO50758	Sunday, June 30, 2019	235	293	1
SO51136	Wednesday, July 17, 2019	253	293	1
SO51138	Thursday, July 18, 2019	451	293	1
SO51145	Sunday, July 21, 2019	668	293	1
SO51146	Sunday, July 21, 2019	505	293	1
SO51164	Monday, July 29, 2019	325	293	1
SO51712	Monday, August 5, 2019	361	293	1
SO51723	Tuesday, August 6, 2019	289	293	1
SO51726	Wednesday, August 7, 2019	199	293	1
SO51800	Tuesday, August 20, 2019	307	293	1
SO51838	Sunday, August 25, 2019	343	293	1
SO53451	Sunday, September 1, 2019	595	293	1
SO53467	Wednesday, September 4, 2019	692	293	1
SO53469	Wednesday, September 4, 2019	644	293	1
SO53547	Wednesday, September 18, 2019	379	293	1
SO53569	Sunday, September 22, 2019	55	293	1
SO53571	Monday, September 23, 2019	163	293	1
SO53613	Saturday, September 28, 2019	109	293	1
SO53623	Monday, September 30, 2019	235	293	1
SO55286	Thursday, October 17, 2019	253	293	1
SO55291	Saturday, October 19, 2019	505	293	1
SO55325	Wednesday, October 30, 2019	451	293	1
SO57026	Sunday, November 3, 2019	361	293	1
SO57031	Monday, November 4, 2019	217	293	1
SO57045	Wednesday, November 6, 2019	199	293	1
SO57109	Saturday, November 16, 2019	289	293	1
SO57135	Wednesday, November 20, 2019	541	293	1
SO57160	Monday, November 25, 2019	343	293	1
SO58916	Monday, December 2, 2019	644	293	1
SO58917	Monday, December 2, 2019	692	293	1
SO59010	Wednesday, December 18, 2019	109	293	1
SO59050	Thursday, December 26, 2019	604	293	1
SO59059	Saturday, December 28, 2019	163	293	1
SO59065	Sunday, December 29, 2019	235	293	1
SO59066	Sunday, December 29, 2019	55	293	1
SO61213	Wednesday, January 15, 2020	253	293	1
SO61241	Thursday, January 23, 2020	451	293	1
SO61256	Monday, January 27, 2020	325	293	1
SO61266	Friday, January 31, 2020	668	293	1
SO61267	Friday, January 31, 2020	505	293	1
SO63148	Friday, February 7, 2020	361	293	1
SO63156	Friday, February 7, 2020	199	293	1
SO63158	Saturday, February 8, 2020	289	293	1
SO63159	Saturday, February 8, 2020	307	293	1
SO63224	Wednesday, February 19, 2020	433	293	1
SO63249	Saturday, February 22, 2020	343	293	1
SO63268	Tuesday, February 25, 2020	541	293	1
SO63278	Wednesday, February 26, 2020	181	293	1
SO65170	Wednesday, March 4, 2020	692	293	1
SO65175	Thursday, March 5, 2020	644	293	1
SO65211	Tuesday, March 10, 2020	604	293	1
SO65230	Saturday, March 14, 2020	379	293	1
SO65255	Friday, March 20, 2020	163	293	1
SO65268	Sunday, March 22, 2020	55	293	1
SO65312	Saturday, March 28, 2020	109	293	1
SO65322	Tuesday, March 31, 2020	235	293	1
SO67315	Tuesday, April 21, 2020	668	293	1
SO67321	Wednesday, April 22, 2020	505	293	1
SO67346	Wednesday, April 29, 2020	451	293	1
SO69406	Monday, May 4, 2020	361	293	1
SO69421	Thursday, May 7, 2020	199	293	1
SO69500	Wednesday, May 20, 2020	541	293	1
SO69508	Thursday, May 21, 2020	433	293	1
SO69525	Sunday, May 24, 2020	343	293	1
SO44121	Monday, September 25, 2017	169	282	1
SO44492	Saturday, November 4, 2017	697	282	1
SO44788	Wednesday, December 27, 2017	169	282	1
SO44796	Friday, December 29, 2017	438	282	1
SO45274	Monday, February 5, 2018	697	282	1
SO45564	Thursday, March 22, 2018	169	282	1
SO45572	Sunday, March 25, 2018	438	282	1
SO46032	Thursday, May 3, 2018	697	282	1
SO46372	Thursday, June 21, 2018	169	282	1
SO46650	Wednesday, July 18, 2018	698	282	1
SO46944	Friday, August 3, 2018	697	282	1
SO46966	Thursday, August 9, 2018	43	282	1
SO47444	Wednesday, September 26, 2018	438	282	1
SO47699	Friday, October 19, 2018	698	282	1
SO47970	Friday, November 2, 2018	697	282	1
SO47991	Wednesday, November 7, 2018	43	282	1
SO48385	Friday, December 28, 2018	438	282	1
SO48749	Saturday, January 12, 2019	698	282	1
SO49095	Tuesday, February 12, 2019	697	282	1
SO49497	Saturday, March 16, 2019	438	282	1
SO49852	Saturday, April 13, 2019	698	282	1
SO50210	Monday, May 6, 2019	43	282	1
SO50270	Monday, May 20, 2019	697	282	1
SO50754	Friday, June 28, 2019	438	282	1
SO51707	Sunday, August 4, 2019	115	282	1
SO51715	Monday, August 5, 2019	43	282	1
SO51783	Sunday, August 18, 2019	697	282	1
SO53578	Monday, September 23, 2019	438	282	1
SO57036	Tuesday, November 5, 2019	43	282	1
SO57105	Saturday, November 16, 2019	697	282	1
SO58991	Sunday, December 15, 2019	601	282	1
SO63131	Sunday, February 2, 2020	697	282	1
SO63202	Monday, February 17, 2020	43	282	1
SO65256	Friday, March 20, 2020	438	282	1
SO67335	Monday, April 27, 2020	673	282	1
SO69413	Tuesday, May 5, 2020	43	282	1
SO69471	Thursday, May 14, 2020	697	282	1
SO43869	Monday, August 14, 2017	650	282	1
SO44514	Thursday, November 9, 2017	650	282	1
SO45294	Saturday, February 10, 2018	650	282	1
SO46051	Sunday, May 13, 2018	650	282	1
SO46972	Friday, August 10, 2018	650	282	1
SO47999	Friday, November 9, 2018	650	282	1
SO49105	Thursday, February 14, 2019	650	282	1
SO50217	Wednesday, May 8, 2019	650	282	1
SO51721	Tuesday, August 6, 2019	650	282	1
SO57046	Thursday, November 7, 2019	650	282	1
SO63157	Saturday, February 8, 2020	650	282	1
SO69422	Thursday, May 7, 2020	650	282	1
SO44100	Saturday, September 16, 2017	293	287	1
SO44762	Saturday, December 16, 2017	293	287	1
SO45542	Sunday, March 11, 2018	293	287	1
SO46348	Monday, June 11, 2018	293	287	1
SO47387	Monday, September 10, 2018	293	287	1
SO48328	Friday, December 14, 2018	293	287	1
SO49503	Monday, March 18, 2019	293	287	1
SO50678	Thursday, June 6, 2019	293	287	1
SO53493	Sunday, September 8, 2019	293	287	1
SO58940	Friday, December 6, 2019	293	287	1
SO65258	Friday, March 20, 2020	293	287	1
SO43849	Thursday, August 3, 2017	697	272	1
SO44510	Wednesday, November 8, 2017	696	287	1
SO44567	Tuesday, November 28, 2017	401	287	1
SO45342	Monday, February 26, 2018	401	287	1
SO46102	Wednesday, May 30, 2018	401	287	1
SO46613	Thursday, July 5, 2018	7	272	1
SO46958	Tuesday, August 7, 2018	115	272	1
SO47057	Tuesday, August 28, 2018	401	287	1
SO47671	Thursday, October 4, 2018	253	272	1
SO47697	Thursday, October 18, 2018	673	272	1
SO48083	Wednesday, November 28, 2018	401	287	1
SO50316	Friday, May 31, 2019	401	287	1
SO51821	Thursday, August 22, 2019	401	287	1
SO51830	Saturday, August 24, 2019	433	272	1
SO53500	Tuesday, September 10, 2019	672	287	1
SO57111	Saturday, November 16, 2019	307	272	1
SO57136	Wednesday, November 20, 2019	433	272	1
SO57176	Thursday, November 28, 2019	401	287	1
SO58946	Sunday, December 8, 2019	672	287	1
SO63289	Friday, February 28, 2020	401	287	1
SO65252	Thursday, March 19, 2020	672	287	1
SO69552	Friday, May 29, 2020	401	287	1
SO43871	Wednesday, August 16, 2017	527	287	3
SO44517	Friday, November 10, 2017	527	287	3
SO45298	Monday, February 12, 2018	527	287	3
SO46055	Tuesday, May 15, 2018	527	287	3
SO46980	Sunday, August 12, 2018	527	287	3
SO47352	Sunday, September 2, 2018	149	287	3
SO48004	Saturday, November 10, 2018	527	287	3
SO48292	Monday, December 3, 2018	149	287	3
SO49116	Sunday, February 17, 2019	527	287	3
SO49492	Wednesday, March 13, 2019	149	287	3
SO50221	Wednesday, May 8, 2019	527	287	3
SO50661	Sunday, June 2, 2019	149	287	3
SO51730	Wednesday, August 7, 2019	527	287	3
SO53454	Monday, September 2, 2019	149	287	3
SO57049	Thursday, November 7, 2019	527	287	3
SO58906	Sunday, December 1, 2019	149	287	3
SO63160	Saturday, February 8, 2020	527	287	3
SO65155	Monday, March 2, 2020	149	287	3
SO43916	Wednesday, August 30, 2017	348	282	3
SO44118	Sunday, September 24, 2017	222	282	3
SO44569	Wednesday, November 29, 2017	348	282	3
SO44780	Sunday, December 24, 2017	222	282	3
SO45343	Tuesday, February 27, 2018	348	282	3
SO45557	Sunday, March 18, 2018	222	282	3
SO46107	Thursday, May 31, 2018	348	282	3
SO46367	Wednesday, June 20, 2018	222	282	3
SO46671	Friday, July 27, 2018	523	282	3
SO47041	Saturday, August 25, 2018	79	282	3
SO47063	Wednesday, August 29, 2018	348	282	3
SO47065	Wednesday, August 29, 2018	546	282	3
SO47724	Monday, October 29, 2018	523	282	3
SO48065	Friday, November 23, 2018	79	282	3
SO48089	Friday, November 30, 2018	546	282	3
SO48791	Wednesday, January 30, 2019	523	282	3
SO49147	Monday, February 25, 2019	79	282	3
SO49166	Thursday, February 28, 2019	546	282	3
SO49893	Tuesday, April 30, 2019	523	282	3
SO50304	Tuesday, May 28, 2019	79	282	3
SO50322	Friday, May 31, 2019	546	282	3
SO51151	Monday, July 22, 2019	523	282	3
SO51813	Wednesday, August 21, 2019	348	282	3
SO51822	Thursday, August 22, 2019	546	282	3
SO51828	Friday, August 23, 2019	79	282	3
SO53582	Tuesday, September 24, 2019	223	282	3
SO55324	Tuesday, October 29, 2019	523	282	3
SO57121	Monday, November 18, 2019	79	282	3
SO57124	Tuesday, November 19, 2019	348	282	3
SO57186	Friday, November 29, 2019	546	282	3
SO59016	Thursday, December 19, 2019	223	282	3
SO61210	Tuesday, January 14, 2020	523	282	3
SO63257	Monday, February 24, 2020	79	282	3
SO63291	Friday, February 28, 2020	546	282	3
SO65261	Saturday, March 21, 2020	223	282	3
SO67347	Wednesday, April 29, 2020	523	282	3
SO69503	Wednesday, May 20, 2020	79	282	3
SO69559	Saturday, May 30, 2020	348	282	3
SO69561	Sunday, May 31, 2020	546	282	3
SO47004	Sunday, August 19, 2018	484	290	10
SO47062	Wednesday, August 29, 2018	683	290	10
SO48084	Wednesday, November 28, 2018	592	290	10
SO49892	Sunday, April 28, 2019	641	290	10
SO50244	Tuesday, May 14, 2019	430	290	10
SO50686	Sunday, June 9, 2019	322	290	10
SO50722	Thursday, June 20, 2019	16	290	10
SO51815	Wednesday, August 21, 2019	556	290	10
SO53512	Wednesday, September 11, 2019	88	290	10
SO57185	Friday, November 29, 2019	556	290	10
SO58908	Sunday, December 1, 2019	448	290	10
SO59064	Sunday, December 29, 2019	502	290	10
SO63173	Monday, February 10, 2020	430	290	10
SO63242	Friday, February 21, 2020	683	290	10
SO63254	Sunday, February 23, 2020	592	290	10
SO47969	Friday, November 2, 2018	686	290	7
SO49078	Friday, February 8, 2019	535	290	7
SO49134	Wednesday, February 20, 2019	247	290	7
SO51170	Wednesday, July 31, 2019	639	290	8
SO51737	Friday, August 9, 2019	301	290	7
SO51837	Sunday, August 25, 2019	266	290	8
SO51861	Friday, August 30, 2019	662	290	7
SO57056	Friday, November 8, 2019	247	290	7
SO57058	Friday, November 8, 2019	103	290	7
SO58968	Thursday, December 12, 2019	319	290	7
SO59044	Tuesday, December 24, 2019	536	290	8
SO63229	Thursday, February 20, 2020	656	290	7
SO65201	Monday, March 9, 2020	536	290	8
SO45814	Sunday, April 29, 2018	485	272	5
SO46369	Wednesday, June 20, 2018	126	272	2
SO46977	Saturday, August 11, 2018	107	272	2
SO46993	Thursday, August 16, 2018	233	272	2
SO47730	Wednesday, October 31, 2018	252	272	2
SO48359	Saturday, December 22, 2018	90	272	5
SO53485	Saturday, September 7, 2019	573	294	9
SO53492	Sunday, September 8, 2019	640	294	9
SO53502	Tuesday, September 10, 2019	682	294	9
SO53554	Thursday, September 19, 2019	195	294	9
SO53618	Saturday, September 28, 2019	351	272	5
SO58915	Monday, December 2, 2019	688	294	9
SO61180	Saturday, January 4, 2020	429	294	9
SO67277	Wednesday, April 8, 2020	530	272	5
SO69553	Friday, May 29, 2020	141	294	9
SO69564	Sunday, May 31, 2020	519	294	9
SO51094	Friday, July 5, 2019	634	296	9
SO51134	Wednesday, July 17, 2019	123	296	9
SO51150	Monday, July 22, 2019	231	296	9
SO51152	Tuesday, July 23, 2019	177	296	9
SO51710	Monday, August 5, 2019	213	296	9
SO51744	Sunday, August 11, 2019	411	296	9
SO51804	Tuesday, August 20, 2019	159	296	9
SO51806	Tuesday, August 20, 2019	519	296	9
SO51814	Wednesday, August 21, 2019	87	296	9
SO51834	Saturday, August 24, 2019	141	296	9
SO51840	Sunday, August 25, 2019	357	296	9
SO51875	Saturday, August 31, 2019	393	296	9
SO53468	Wednesday, September 4, 2019	688	296	9
SO53498	Tuesday, September 10, 2019	303	296	9
SO53541	Tuesday, September 17, 2019	249	296	9
SO53565	Sunday, September 22, 2019	267	296	9
SO53566	Sunday, September 22, 2019	15	296	9
SO55258	Tuesday, October 8, 2019	123	296	9
SO55300	Tuesday, October 22, 2019	231	296	9
SO55307	Thursday, October 24, 2019	177	296	9
SO55326	Wednesday, October 30, 2019	591	296	9
SO57032	Tuesday, November 5, 2019	213	296	9
SO57075	Sunday, November 10, 2019	393	296	9
SO57127	Tuesday, November 19, 2019	87	296	9
SO57147	Friday, November 22, 2019	141	296	9
SO57171	Wednesday, November 27, 2019	357	296	9
SO57187	Saturday, November 30, 2019	519	296	9
SO58922	Tuesday, December 3, 2019	249	296	9
SO58931	Wednesday, December 4, 2019	573	296	9
SO58934	Wednesday, December 4, 2019	640	296	9
SO58947	Sunday, December 8, 2019	285	296	9
SO58948	Sunday, December 8, 2019	682	296	9
SO58997	Monday, December 16, 2019	195	296	9
SO59001	Tuesday, December 17, 2019	303	296	9
SO59018	Thursday, December 19, 2019	15	296	9
SO59067	Sunday, December 29, 2019	267	296	9
SO61208	Monday, January 13, 2020	634	296	9
SO61225	Saturday, January 18, 2020	123	296	9
SO61235	Wednesday, January 22, 2020	231	296	9
SO61237	Wednesday, January 22, 2020	177	296	9
SO63145	Thursday, February 6, 2020	213	296	9
SO63164	Sunday, February 9, 2020	159	296	9
SO63222	Wednesday, February 19, 2020	87	296	9
SO63225	Wednesday, February 19, 2020	393	296	9
SO63244	Friday, February 21, 2020	519	296	9
SO65172	Wednesday, March 4, 2020	688	296	9
SO65182	Thursday, March 5, 2020	249	296	9
SO65191	Sunday, March 8, 2020	573	296	9
SO65196	Monday, March 9, 2020	195	296	9
SO65241	Tuesday, March 17, 2020	267	296	9
SO65247	Thursday, March 19, 2020	640	296	9
SO65250	Thursday, March 19, 2020	682	296	9
SO65273	Monday, March 23, 2020	15	296	9
SO65317	Monday, March 30, 2020	69	296	9
SO67264	Sunday, April 5, 2020	429	296	9
SO67306	Thursday, April 16, 2020	634	296	9
SO67312	Sunday, April 19, 2020	123	296	9
SO67317	Tuesday, April 21, 2020	177	296	9
SO67342	Tuesday, April 28, 2020	231	296	9
SO67344	Wednesday, April 29, 2020	591	296	9
SO69410	Monday, May 4, 2020	213	296	9
SO69439	Saturday, May 9, 2020	411	296	9
SO69449	Monday, May 11, 2020	393	296	9
SO69491	Monday, May 18, 2020	159	296	9
SO69550	Friday, May 29, 2020	87	296	9
SO51098	Friday, July 5, 2019	590	295	8
SO51109	Thursday, July 11, 2019	302	295	8
SO51155	Wednesday, July 24, 2019	482	295	8
SO51169	Tuesday, July 30, 2019	320	295	8
SO51690	Thursday, August 1, 2019	663	295	8
SO51751	Tuesday, August 13, 2019	687	295	8
SO51753	Tuesday, August 13, 2019	68	295	8
SO51761	Wednesday, August 14, 2019	230	295	8
SO51767	Thursday, August 15, 2019	446	295	8
SO51835	Sunday, August 25, 2019	410	295	8
SO53505	Wednesday, September 11, 2019	176	295	8
SO53520	Friday, September 13, 2019	536	295	8
SO53521	Friday, September 13, 2019	284	295	8
SO53581	Tuesday, September 24, 2019	428	295	8
SO53608	Friday, September 27, 2019	14	295	8
SO53609	Saturday, September 28, 2019	14	295	8
SO53615	Saturday, September 28, 2019	464	295	8
SO55254	Monday, October 7, 2019	302	295	8
SO55293	Saturday, October 19, 2019	86	295	8
SO55305	Wednesday, October 23, 2019	482	295	8
SO55306	Thursday, October 24, 2019	639	295	8
SO55309	Friday, October 25, 2019	320	295	8
SO55316	Sunday, October 27, 2019	50	295	8
SO55320	Monday, October 28, 2019	639	295	8
SO57012	Friday, November 1, 2019	230	295	8
SO57066	Saturday, November 9, 2019	68	295	8
SO57067	Saturday, November 9, 2019	687	295	8
SO57069	Saturday, November 9, 2019	68	295	8
SO57132	Tuesday, November 19, 2019	266	295	8
SO57133	Tuesday, November 19, 2019	410	295	8
SO58951	Monday, December 9, 2019	176	295	8
SO58965	Wednesday, December 11, 2019	284	295	8
SO59020	Thursday, December 19, 2019	428	295	8
SO59028	Saturday, December 21, 2019	464	295	8
SO59033	Saturday, December 21, 2019	14	295	8
SO59038	Monday, December 23, 2019	104	295	8
SO59052	Thursday, December 26, 2019	104	295	8
SO61190	Monday, January 6, 2020	302	295	8
SO61197	Thursday, January 9, 2020	572	295	8
SO61249	Saturday, January 25, 2020	482	295	8
SO61254	Monday, January 27, 2020	86	295	8
SO61263	Friday, January 31, 2020	320	295	8
SO63171	Monday, February 10, 2020	230	295	8
SO63211	Tuesday, February 18, 2020	68	295	8
SO63214	Tuesday, February 18, 2020	687	295	8
SO63230	Thursday, February 20, 2020	410	295	8
SO63233	Friday, February 21, 2020	266	295	8
SO65202	Monday, March 9, 2020	284	295	8
SO65204	Tuesday, March 10, 2020	518	295	8
SO65228	Friday, March 13, 2020	176	295	8
SO65260	Saturday, March 21, 2020	212	295	8
SO65267	Sunday, March 22, 2020	428	295	8
SO65280	Tuesday, March 24, 2020	464	295	8
SO65305	Saturday, March 28, 2020	14	295	8
SO67204	Wednesday, April 1, 2020	392	295	8
SO67278	Thursday, April 9, 2020	302	295	8
SO67324	Thursday, April 23, 2020	320	295	8
SO67328	Saturday, April 25, 2020	392	295	8
SO67329	Sunday, April 26, 2020	86	295	8
SO67333	Monday, April 27, 2020	482	295	8
SO69309	Friday, May 1, 2020	68	295	8
SO69434	Friday, May 8, 2020	554	295	8
SO69444	Sunday, May 10, 2020	687	295	8
SO69445	Sunday, May 10, 2020	68	295	8
SO69454	Monday, May 11, 2020	230	295	8
SO69504	Wednesday, May 20, 2020	410	295	8
SO69511	Thursday, May 21, 2020	266	295	8
SO69556	Saturday, May 30, 2020	615	295	8
SO46615	Friday, July 6, 2018	286	288	10
SO46670	Friday, July 27, 2018	641	288	10
SO47009	Tuesday, August 21, 2018	430	288	10
SO47061	Wednesday, August 29, 2018	592	288	10
SO47353	Sunday, September 2, 2018	340	288	10
SO47402	Friday, September 14, 2018	322	288	10
SO47445	Wednesday, September 26, 2018	665	288	10
SO47447	Thursday, September 27, 2018	16	288	10
SO47451	Friday, September 28, 2018	502	288	10
SO47669	Thursday, October 4, 2018	286	288	10
SO48028	Thursday, November 15, 2018	484	288	10
SO48032	Friday, November 16, 2018	412	288	10
SO48035	Friday, November 16, 2018	430	288	10
SO48293	Monday, December 3, 2018	340	288	10
SO48353	Thursday, December 20, 2018	635	288	10
SO48386	Friday, December 28, 2018	16	288	10
SO48388	Friday, December 28, 2018	665	288	10
SO48389	Friday, December 28, 2018	502	288	10
SO48399	Monday, December 31, 2018	322	288	10
SO48772	Tuesday, January 22, 2019	286	288	10
SO48790	Wednesday, January 30, 2019	641	288	10
SO49062	Wednesday, February 6, 2019	484	288	10
SO49065	Wednesday, February 6, 2019	430	288	10
SO49162	Thursday, February 28, 2019	214	288	10
SO49164	Thursday, February 28, 2019	683	288	10
SO49165	Thursday, February 28, 2019	592	288	10
SO49450	Sunday, March 3, 2019	340	288	10
SO49471	Thursday, March 7, 2019	635	288	10
SO49510	Wednesday, March 20, 2019	16	288	10
SO49521	Sunday, March 24, 2019	502	288	10
SO49862	Thursday, April 18, 2019	286	288	10
SO50237	Monday, May 13, 2019	484	288	10
SO50317	Friday, May 31, 2019	214	288	10
SO50662	Sunday, June 2, 2019	340	288	10
SO50728	Saturday, June 22, 2019	502	288	10
SO51083	Monday, July 1, 2019	232	288	10
SO51084	Tuesday, July 2, 2019	34	288	10
SO51120	Monday, July 15, 2019	196	288	10
SO51135	Wednesday, July 17, 2019	286	288	10
SO51771	Friday, August 16, 2019	430	288	10
SO51785	Sunday, August 18, 2019	178	288	10
SO51788	Sunday, August 18, 2019	358	288	10
SO51812	Tuesday, August 20, 2019	250	288	10
SO51819	Thursday, August 22, 2019	683	288	10
SO51820	Thursday, August 22, 2019	592	288	10
SO51823	Thursday, August 22, 2019	520	288	10
SO51870	Saturday, August 31, 2019	574	288	10
